0.00099502,0,8.6832e-05
0.0029751,1.7194e-07,0.00025963
0.0059306,9.3926e-07,0.00051754
0.0098517,2.9686e-06,0.00085972
0.014729,7.1615e-06,0.0012853
0.020552,1.4647e-05,0.0017935
0.027313,2.6772e-05,0.0023835
0.035001,4.5097e-05,0.0030544
0.043608,7.1386e-05,0.0038055
0.053124,0.0001076,0.004636
0.063541,0.00015589,0.005545
0.074848,0.00021859,0.0065318
0.087039,0.00029822,0.0075956
0.1001,0.00039745,0.0087357
0.11403,0.00051913,0.0099512
0.12882,0.00066626,0.011242
0.14445,0.000842,0.012606
0.16092,0.0010497,0.014043
0.17822,0.0012927,0.015553
0.19635,0.0015746,0.017135
0.21529,0.0018991,0.018788
0.23503,0.0022701,0.020512
0.25557,0.0026916,0.022305
0.27691,0.0031674,0.024167
0.29902,0.0037019,0.026097
0.32191,0.0042994,0.028095
0.34556,0.0049641,0.03016
0.36997,0.0057005,0.032291
0.39513,0.0065132,0.034488
0.42103,0.0074069,0.03675
0.44747,0.008379,0.073926
0.47332,0.010293,0.076188
0.49916,0.012266,0.07845
0.525,0.014297,0.080711
0.55083,0.016387,0.082973
0.57666,0.018535,0.085235
0.60249,0.020741,0.087497
0.6283,0.023006,0.089759
0.65412,0.025329,0.09202
0.67993,0.027711,0.094282
0.70573,0.030151,0.096544
0.73153,0.032649,0.098806
0.75732,0.035206,0.10107
0.78311,0.037821,0.10333
0.80889,0.040494,0.10559
0.83466,0.043226,0.10785
0.86043,0.046016,0.11011
0.88619,0.048864,0.11238
0.91194,0.051771,0.11464
0.93769,0.054735,0.1169
0.96343,0.057758,0.11916
0.98917,0.06084,0.12142
1.0149,0.063979,0.12369
1.0159,0.064102,0.12601
1.0178,0.06435,0.1284
1.0208,0.064729,0.13085
1.0247,0.065241,0.13337
1.0295,0.065889,0.13595
1.0353,0.066678,0.13858
1.042,0.067612,0.14128
1.0496,0.068695,0.14404
1.0581,0.06993,0.14686
1.0675,0.071323,0.14974
1.0778,0.072877,0.15267
1.089,0.074597,0.15567
1.101,0.076487,0.15872
1.1139,0.078551,0.16182
1.1277,0.080796,0.16498
1.1423,0.083224,0.1682
1.1577,0.085841,0.17147
1.1739,0.088652,0.1748
