1.0056,0.06929
0.99349,-0.26787
0.97302,-0.18156
0.98565,0.12586
1.0108,-0.38118
0.98253,-0.091185
1.0095,0.23859
1.0147,-0.075467
0.99342,-0.19681
1.0055,0.14561
0.9847,-0.026621
0.99469,0.11464
1.0114,0.22837
1.0049,-0.079718
0.99522,-0.22358
1.0116,-0.17103
0.98053,-0.15745
1.0145,0.048136
0.99633,0.038895
1.0039,0.083379
0.9982,0.43492
1.0106,-0.47158
0.99049,-0.0061859
1.005,-0.054213
0.99954,-0.061859
0.98684,0.40548
0.99804,0.44258
0.9911,-0.048964
0.98691,-0.16289
1.009,15.852
0.99125,0.028741
0.9956,0.15757
0.99231,0.2962
0.9845,0.055354
0.98487,-0.13815
0.98924,0.29487
0.99837,0.062032
0.98558,-0.18278
1.0035,-0.019632
1.0066,0.2203
0.99081,-0.18477
1.0046,-0.023002
1.0001,-0.1686
0.99051,0.085064
1.0156,-0.065972
1.0111,0.26077
1.0107,0.2887
1.0036,-0.30733
0.99176,-0.029426
0.98548,-0.099801
1.0127,-0.14859
1.002,0.053552
1.0185,-0.047944
1.0065,-0.23443
0.99123,0.06217
1.0052,-0.089894
1.0027,-0.12808
1.0057,-0.13372
1.0025,0.067094
1.0143,-0.21122
1.0021,-0.32868
1.0013,0.14932
0.98933,-0.039057
1.0123,0.31524
1,0.28288
0.99841,-0.16638
0.99896,-0.33177
0.99174,-0.11827
1.0138,0.042371
1.0204,0.084747
1.0035,-0.042596
0.99108,0.032265
0.99624,-0.29648
1.0051,-0.031412
1.0026,-0.099076
1.0069,-0.11395
1.0036,0.12721
0.99875,-0.17523
1.0024,0.20508
0.97822,0.021705
1.0014,0.066626
0.99621,0.064385
0.99446,0.048605
1.0115,-0.017281
0.98921,-0.01968
1.0043,-0.051447
1.0166,-0.083992
0.99575,0.31027
1.003,0.10192
1.0133,-0.12474
0.99814,0.16554
0.99203,0.045476
0.98837,0.096967
1.0224,-0.030945
0.99598,0.31625
0.99062,-0.071698
0.99967,0.11556
0.98911,-0.18425
1.003,-0.03601
0.98324,-0.32815
0.98268,0.0037715
1.0045,0.127
0.98938,-0.38284
1.0059,-0.016031
0.99982,-0.077315
0.99688,0.36207
0.99846,0.097247
0.97829,-0.28317
0.99218,0.027947
1.0036,0.47783
0.98243,-0.32901
0.99719,-0.16553
0.98961,0.18142
0.99573,0.0892
1.002,-0.30474
1.0077,-0.048797
0.99338,-0.029165
1.0039,0.21037
1.001,-0.32835
1.0083,-0.10404
1.0185,0.11614
1.0065,-0.064927
0.99157,-0.13896
0.98703,-0.15682
1.0118,-0.1139
0.9994,0.2965
0.99501,-0.038353
1.0069,0.037965
1.0046,-0.072034
0.99823,0.30841
1.0202,-0.0065415
0.99226,-0.017292
0.99423,-0.1368
0.98026,-0.29512
0.99971,-0.1232
1.0132,-0.35244
0.99071,0.095718
1.0047,-0.08381
0.98997,-0.45145
0.99524,0.089394
0.99879,-0.26068
1.0096,0.14031
0.9981,0.015651
1.0007,0.033961
1.0077,-0.0686
1.0159,-0.21794
0.99678,-0.15248
0.99334,-0.31451
1.0117,0.014523
0.99873,0.018318
